time,ecg
729.5,0.546875
729.501,0.553125
729.502,0.540625
729.503,0.5375
729.504,0.553125
729.505,0.546875
729.506,0.53125
729.507,0.528125
729.508,0.540625
729.509,0.53125
729.51,0.515625
729.511,0.528125
729.512,0.509375
729.513,0.521875
729.514,0.5
729.515,0.503125
729.516,0.515625
729.517,0.496875
729.518,0.50625
729.519,0.5
729.52,0.49375
729.521,0.4875
729.522,0.50625
729.523,0.4875
729.524,0.484375
729.525,0.496875
729.526,0.475
729.527,0.503125
729.528,0.465625
729.529,0.4875
729.53,0.4625
729.531,0.48125
729.532,0.478125
729.533,0.465625
729.534,0.475
729.535,0.465625
729.536,0.50625
729.537,0.5
729.538,0.503125
729.539,0.490625
729.54,0.515625
729.541,0.490625
729.542,0.53125
729.543,0.525
729.544,0.5125
729.545,0.50625
729.546,0.503125
729.547,0.459375
729.548,0.44375
729.549,0.478125
729.55,0.49375
729.551,0.503125
729.552,0.525
729.553,0.55
729.554,0.528125
729.555,0.540625
729.556,0.521875
729.557,0.515625
729.558,0.484375
729.559,0.45
729.56,0.396875
729.561,0.34375
729.562,0.325
729.563,0.3375
729.564,0.359375
729.565,0.359375
729.566,0.384375
729.567,0.378125
729.568,0.43125
729.569,0.45
729.57,0.471875
729.571,0.45625
729.572,0.440625
729.573,0.4625
729.574,0.503125
729.575,0.559375
729.576,0.590625
729.577,0.66875
729.578,0.746875
729.579,0.859375
729.58,0.925
729.581,1.0125
729.582,1.059375
729.583,1.146875
729.584,1.228125
729.585,1.315625
729.586,1.365625
729.587,1.440625
729.588,1.54375
729.589,1.625
729.59,1.715625
729.591,1.790625
729.592,1.9125
729.593,1.978125
729.594,2.053125
729.595,2.084375
729.596,2.059375
729.597,1.940625
729.598,1.853125
729.599,1.7875
729.6,1.625
729.601,1.45
729.602,1.33125
729.603,1.246875
729.604,1.153125
729.605,1.090625
729.606,0.959375
729.607,0.9
729.608,0.771875
729.609,0.690625
729.61,0.6125
729.611,0.528125
729.612,0.434375
729.613,0.3875
729.614,0.346875
729.615,0.303125
729.616,0.271875
729.617,0.2375
729.618,0.23125
729.619,0.196875
729.62,0.221875
729.621,0.171875
729.622,0.18125
729.623,0.196875
729.624,0.228125
729.625,0.240625
729.626,0.24375
729.627,0.253125
729.628,0.303125
729.629,0.296875
729.63,0.3
729.631,0.340625
729.632,0.328125
729.633,0.365625
729.634,0.359375
729.635,0.378125
729.636,0.353125
729.637,0.36875
729.638,0.359375
729.639,0.340625
729.64,0.35625
729.641,0.3625
729.642,0.365625
729.643,0.36875
729.644,0.384375
729.645,0.359375
729.646,0.38125
729.647,0.378125
729.648,0.365625
729.649,0.3625
729.65,0.371875
729.651,0.365625
729.652,0.4125
729.653,0.44375
729.654,0.415625
729.655,0.428125
729.656,0.440625
729.657,0.459375
729.658,0.46875
729.659,0.478125
729.66,0.478125
729.661,0.5125
729.662,0.496875
729.663,0.48125
729.664,0.471875
729.665,0.465625
729.666,0.440625
729.667,0.45
729.668,0.428125
729.669,0.40625
729.67,0.428125
729.671,0.378125
729.672,0.378125
729.673,0.375
729.674,0.384375
729.675,0.371875
729.676,0.38125
729.677,0.415625
729.678,0.4375
729.679,0.440625
729.68,0.44375
729.681,0.478125
729.682,0.45625
729.683,0.440625
729.684,0.39375
729.685,0.428125
729.686,0.434375
729.687,0.434375
729.688,0.478125
729.689,0.459375
729.69,0.43125
729.691,0.409375
729.692,0.415625
729.693,0.403125
729.694,0.39375
729.695,0.3875
729.696,0.41875
729.697,0.415625
729.698,0.415625
729.699,0.38125
729.7,0.403125
729.701,0.38125
729.702,0.409375
729.703,0.40625
729.704,0.403125
729.705,0.428125
729.706,0.446875
729.707,0.4375
729.708,0.446875
729.709,0.459375
729.71,0.421875
729.711,0.440625
729.712,0.425
729.713,0.40625
729.714,0.359375
729.715,0.359375
729.716,0.35
729.717,0.3375
729.718,0.315625
729.719,0.328125
729.72,0.35
729.721,0.340625
729.722,0.4
729.723,0.403125
729.724,0.409375
729.725,0.403125
729.726,0.415625
729.727,0.425
729.728,0.43125
729.729,0.396875
729.73,0.4125
729.731,0.403125
729.732,0.409375
729.733,0.4125
729.734,0.434375
729.735,0.453125
729.736,0.45625
729.737,0.509375
729.738,0.528125
729.739,0.540625
729.74,0.565625
729.741,0.559375
729.742,0.559375
729.743,0.55
729.744,0.515625
729.745,0.515625
729.746,0.525
729.747,0.484375
729.748,0.490625
729.749,0.459375
729.75,0.4875
729.751,0.490625
729.752,0.49375
729.753,0.5
729.754,0.509375
729.755,0.534375
729.756,0.55625
729.757,0.590625
729.758,0.609375
729.759,0.64375
729.76,0.640625
729.761,0.709375
729.762,0.678125
729.763,0.7
729.764,0.73125
729.765,0.7
729.766,0.675
729.767,0.696875
729.768,0.665625
729.769,0.65
729.77,0.65
729.771,0.615625
729.772,0.603125
729.773,0.621875
729.774,0.6125
729.775,0.584375
729.776,0.678125
729.777,0.665625
729.778,0.66875
729.779,0.665625
729.78,0.675
729.781,0.653125
729.782,0.6625
729.783,0.6625
729.784,0.615625
729.785,0.6375
729.786,0.609375
729.787,0.609375
729.788,0.603125
729.789,0.60625
729.79,0.6
729.791,0.625
729.792,0.628125
729.793,0.61875
729.794,0.609375
729.795,0.634375
729.796,0.621875
729.797,0.634375
729.798,0.659375
729.799,0.65
729.8,0.684375
729.801,0.671875
729.802,0.66875
729.803,0.65
729.804,0.646875
729.805,0.625
729.806,0.60625
729.807,0.571875
729.808,0.6125
729.809,0.603125
729.81,0.5875
729.811,0.58125
729.812,0.6125
729.813,0.6125
729.814,0.584375
729.815,0.590625
729.816,0.59375
729.817,0.60625
729.818,0.578125
729.819,0.571875
729.82,0.5625
729.821,0.553125
729.822,0.5375
729.823,0.528125
729.824,0.55
729.825,0.56875
729.826,0.55
729.827,0.525
729.828,0.540625
729.829,0.528125
729.83,0.540625
729.831,0.55
729.832,0.53125
729.833,0.534375
729.834,0.546875
729.835,0.528125
729.836,0.490625
729.837,0.509375
729.838,0.459375
729.839,0.425
729.84,0.39375
729.841,0.378125
729.842,0.340625
729.843,0.3
729.844,0.271875
729.845,0.25625
729.846,0.234375
729.847,0.215625
729.848,0.234375
729.849,0.2375
729.85,0.23125
729.851,0.215625
729.852,0.259375
729.853,0.209375
729.854,0.24375
729.855,0.240625
729.856,0.234375
729.857,0.2375
729.858,0.228125
729.859,0.221875
729.86,0.2
729.861,0.225
729.862,0.221875
729.863,0.23125
729.864,0.228125
729.865,0.2125
729.866,0.1875
729.867,0.215625
729.868,0.184375
729.869,0.2
729.87,0.203125
729.871,0.203125
729.872,0.190625
729.873,0.196875
729.874,0.178125
729.875,0.184375
729.876,0.196875
729.877,0.1625
729.878,0.203125
729.879,0.18125
729.88,0.196875
729.881,0.196875
729.882,0.203125
729.883,0.178125
729.884,0.178125
729.885,0.2
729.886,0.171875
729.887,0.178125
729.888,0.19375
729.889,0.184375
729.89,0.178125
729.891,0.184375
729.892,0.1625
729.893,0.2
729.894,0.18125
729.895,0.196875
729.896,0.171875
729.897,0.209375
729.898,0.1625
729.899,0.159375
729.9,0.184375
729.901,0.184375
729.902,0.178125
729.903,0.178125
729.904,0.225
729.905,0.228125
729.906,0.315625
729.907,0.31875
729.908,0.315625
729.909,0.34375
729.91,0.359375
729.911,0.353125
729.912,0.334375
729.913,0.30625
729.914,0.271875
729.915,0.278125
729.916,0.253125
729.917,0.25
729.918,0.203125
729.919,0.228125
729.92,0.26875
729.921,0.2875
729.922,0.271875
729.923,0.284375
729.924,0.2625
729.925,0.24375
729.926,0.2125
729.927,0.184375
729.928,0.153125
729.929,0.103125
729.93,0.109375
729.931,0.053125
729.932,-0.003125
729.933,0.0125
729.934,0.003125
729.935,-0.003125
729.936,0.046875
729.937,0.040625
729.938,0.025
729.939,0.0375
729.94,0.0625
729.941,0.08125
729.942,0.075
729.943,0.115625
729.944,0.096875
729.945,0.128125
729.946,0.11875
729.947,0.10625
729.948,0.109375
729.949,0.10625
729.95,0.103125
729.951,0.1
729.952,0.109375
729.953,0.090625
729.954,0.1
729.955,0.103125
729.956,0.090625
729.957,0.0875
729.958,0.121875
729.959,0.115625
729.96,0.146875
729.961,0.14375
729.962,0.121875
729.963,0.13125
729.964,0.125
729.965,0.140625
729.966,0.14375
729.967,0.15
729.968,0.109375
729.969,0.13125
729.97,0.090625
729.971,0.11875
729.972,0.109375
729.973,0.140625
729.974,0.1375
729.975,0.115625
729.976,0.10625
729.977,0.109375
729.978,0.128125
729.979,0.15
729.98,0.140625
729.981,0.165625
729.982,0.16875
729.983,0.175
729.984,0.19375
729.985,0.19375
729.986,0.20625
729.987,0.19375
729.988,0.228125
729.989,0.215625
729.99,0.228125
729.991,0.209375
729.992,0.2125
729.993,0.209375
729.994,0.190625
729.995,0.184375
729.996,0.15625
729.997,0.190625
729.998,0.165625
729.999,0.13125
730.0,0.15
730.001,0.14375
730.002,0.146875
730.003,0.159375
730.004,0.165625
730.005,0.14375
730.006,0.153125
730.007,0.13125
730.008,0.171875
730.009,0.140625
730.01,0.175
730.011,0.159375
730.012,0.184375
730.013,0.18125
730.014,0.15
730.015,0.15
730.016,0.153125
730.017,0.1625
730.018,0.159375
730.019,0.171875
730.02,0.146875
730.021,0.16875
730.022,0.140625
730.023,0.171875
730.024,0.1625
730.025,0.190625
730.026,0.203125
730.027,0.2
730.028,0.228125
730.029,0.290625
730.03,0.309375
730.031,0.321875
730.032,0.328125
730.033,0.34375
730.034,0.371875
730.035,0.365625
730.036,0.375
730.037,0.31875
730.038,0.271875
730.039,0.24375
730.04,0.221875
730.041,0.165625
730.042,0.1375
730.043,0.1375
730.044,0.096875
730.045,0.1125
730.046,0.121875
730.047,0.096875
730.048,0.08125
730.049,0.115625
730.05,0.1125
730.051,0.140625
730.052,0.15
730.053,0.140625
730.054,0.128125
730.055,0.115625
730.056,0.103125
730.057,0.109375
730.058,0.125
730.059,0.1
730.06,0.1
730.061,0.071875
730.062,0.075
730.063,0.046875
730.064,0.05625
730.065,0.065625
730.066,0.084375
730.067,0.065625
730.068,0.06875
730.069,0.06875
730.07,0.075
730.071,0.084375
730.072,0.075
730.073,0.103125
730.074,0.071875
730.075,0.09375
730.076,0.103125
730.077,0.08125
730.078,0.084375
730.079,0.10625
730.08,0.06875
730.081,0.06875
730.082,0.065625
730.083,0.046875
730.084,0.05
730.085,0.053125
730.086,0.090625
730.087,0.06875
730.088,0.084375
730.089,0.084375
730.09,0.103125
730.091,0.115625
730.092,0.109375
730.093,0.128125
730.094,0.121875
730.095,0.121875
730.096,0.13125
730.097,0.103125
730.098,0.096875
730.099,0.08125
730.1,0.05625
730.101,0.034375
730.102,0.00625
730.103,0.028125
730.104,-0.009375
730.105,-0.009375
730.106,-0.00625
730.107,-0.003125
730.108,0.021875
730.109,0.04375
730.11,0.0625
730.111,0.071875
730.112,0.13125
730.113,0.178125
730.114,0.209375
730.115,0.228125
730.116,0.2125
730.117,0.1875
730.118,0.1625
730.119,0.1125
730.12,0.090625
730.121,0.03125
730.122,-0.01875
730.123,-0.046875
730.124,-0.059375
730.125,-0.090625
730.126,-0.1625
730.127,-0.134375
730.128,-0.134375
730.129,-0.146875
730.13,-0.153125
730.131,-0.153125
730.132,-0.15
730.133,-0.15625
730.134,-0.153125
730.135,-0.140625
730.136,-0.103125
730.137,-0.096875
730.138,-0.06875
730.139,-0.06875
730.14,-0.0125
730.141,-0.028125
730.142,0.015625
730.143,-0.009375
730.144,-0.028125
730.145,-0.05
730.146,-0.078125
730.147,-0.090625
730.148,-0.090625
730.149,-0.103125
730.15,-0.109375
730.151,-0.06875
730.152,-0.103125
730.153,-0.084375
730.154,-0.090625
730.155,-0.115625
730.156,-0.1125
730.157,-0.11875
730.158,-0.14375
730.159,-0.14375
730.16,-0.15
730.161,-0.1625
730.162,-0.190625
730.163,-0.209375
730.164,-0.2125
730.165,-0.246875
730.166,-0.253125
730.167,-0.225
730.168,-0.23125
730.169,-0.215625
730.17,-0.1875
730.171,-0.19375
730.172,-0.165625
730.173,-0.15625
730.174,-0.134375
730.175,-0.0875
730.176,-0.084375
730.177,-0.059375
730.178,-0.05625
730.179,-0.01875
730.18,0.021875
730.181,0.121875
730.182,0.184375
730.183,0.24375
730.184,0.290625
730.185,0.375
730.186,0.465625
730.187,0.540625
730.188,0.646875
730.189,0.703125
730.19,0.828125
730.191,0.89375
730.192,1.015625
730.193,1.1
730.194,1.13125
730.195,1.1875
730.196,1.2625
730.197,1.365625
730.198,1.396875
730.199,1.471875
730.2,1.5125
730.201,1.5375
730.202,1.471875
730.203,1.378125
730.204,1.296875
730.205,1.221875
730.206,1.075
730.207,0.925
730.208,0.8375
730.209,0.740625
730.21,0.6375
730.211,0.559375
730.212,0.453125
730.213,0.328125
730.214,0.246875
730.215,0.121875
730.216,0.053125
730.217,-0.040625
730.218,-0.08125
730.219,-0.159375
730.22,-0.175
730.221,-0.215625
730.222,-0.23125
730.223,-0.23125
730.224,-0.234375
730.225,-0.2375
730.226,-0.26875
730.227,-0.275
730.228,-0.275
730.229,-0.228125
730.23,-0.21875
730.231,-0.165625
730.232,-0.115625
730.233,-0.053125
730.234,-0.01875
730.235,0.0
730.236,0.003125
730.237,0.01875
730.238,0.0125
730.239,-0.028125
730.24,-0.046875
730.241,-0.115625
730.242,-0.146875
730.243,-0.21875
730.244,-0.225
730.245,-0.225
730.246,-0.196875
730.247,-0.203125
730.248,-0.146875
730.249,-0.1625
730.25,-0.165625
730.251,-0.15625
730.252,-0.14375
730.253,-0.140625
730.254,-0.103125
730.255,-0.053125
730.256,-0.034375
730.257,-0.00625
730.258,0.0
730.259,-0.015625
730.26,-0.040625
730.261,-0.059375
730.262,-0.090625
730.263,-0.090625
730.264,-0.121875
730.265,-0.13125
730.266,-0.14375
730.267,-0.203125
730.268,-0.178125
730.269,-0.196875
730.27,-0.159375
730.271,-0.178125
730.272,-0.18125
730.273,-0.190625
730.274,-0.159375
730.275,-0.128125
730.276,-0.13125
730.277,-0.140625
730.278,-0.146875
730.279,-0.1375
730.28,-0.14375
730.281,-0.109375
730.282,-0.125
730.283,-0.090625
730.284,-0.090625
730.285,-0.09375
730.286,-0.140625
730.287,-0.11875
730.288,-0.1375
730.289,-0.15
730.29,-0.1625
730.291,-0.16875
730.292,-0.1125
730.293,-0.125
730.294,-0.103125
730.295,-0.153125
730.296,-0.125
730.297,-0.128125
730.298,-0.10625
730.299,-0.140625
730.3,-0.1375
730.301,-0.15
730.302,-0.14375
730.303,-0.125
730.304,-0.1125
730.305,-0.084375
730.306,-0.08125
730.307,-0.08125
730.308,-0.096875
730.309,-0.0875
730.31,-0.1125
730.311,-0.10625
730.312,-0.084375
730.313,-0.096875
730.314,-0.1
730.315,-0.078125
730.316,-0.090625
730.317,-0.084375
730.318,-0.078125
730.319,-0.075
730.32,-0.028125
730.321,-0.075
730.322,-0.053125
730.323,-0.075
730.324,-0.040625
730.325,-0.071875
730.326,-0.040625
730.327,-0.046875
730.328,-0.059375
730.329,-0.046875
730.33,-0.028125
730.331,-0.034375
730.332,-0.021875
730.333,-0.01875
730.334,-0.053125
730.335,0.003125
730.336,-0.01875
730.337,-0.034375
730.338,-0.01875
730.339,-0.0125
730.34,-0.03125
730.341,-0.003125
730.342,-0.009375
730.343,-0.0125
730.344,-0.01875
730.345,-0.01875
730.346,-0.003125
730.347,0.021875
730.348,0.053125
730.349,0.053125
730.35,0.05
730.351,0.0375
730.352,0.040625
730.353,0.040625
730.354,0.05
730.355,0.065625
730.356,0.034375
730.357,0.071875
730.358,0.0625
730.359,0.08125
730.36,0.0875
730.361,0.10625
730.362,0.121875
730.363,0.165625
730.364,0.178125
730.365,0.20625
730.366,0.203125
730.367,0.19375
730.368,0.16875
730.369,0.190625
730.37,0.196875
730.371,0.1625
730.372,0.18125
730.373,0.1625
730.374,0.24375
730.375,0.2375
730.376,0.25
730.377,0.25
730.378,0.25
730.379,0.275
730.38,0.284375
730.381,0.284375
730.382,0.284375
730.383,0.2875
730.384,0.259375
730.385,0.265625
730.386,0.25
730.387,0.2875
730.388,0.246875
730.389,0.253125
730.39,0.240625
730.391,0.215625
730.392,0.184375
730.393,0.203125
730.394,0.209375
730.395,0.18125
730.396,0.18125
730.397,0.165625
730.398,0.165625
730.399,0.146875
730.4,0.1625
730.401,0.15
730.402,0.16875
730.403,0.153125
730.404,0.1625
730.405,0.140625
730.406,0.134375
730.407,0.13125
730.408,0.146875
730.409,0.146875
730.41,0.125
730.411,0.14375
730.412,0.121875
730.413,0.14375
730.414,0.165625
730.415,0.171875
730.416,0.1375
730.417,0.159375
730.418,0.121875
730.419,0.1125
730.42,0.09375
730.421,0.08125
730.422,0.075
730.423,0.075
730.424,0.103125
730.425,0.059375
730.426,0.084375
730.427,0.059375
730.428,0.053125
730.429,0.021875
730.43,-0.003125
730.431,-0.0125
730.432,-0.00625
730.433,-0.021875
730.434,-0.040625
730.435,-0.015625
730.436,-0.01875
730.437,-0.0125
730.438,-0.00625
730.439,0.01875
730.44,0.00625
730.441,0.028125
730.442,0.00625
730.443,0.009375
730.444,0.009375
730.445,-0.021875
730.446,-0.028125
730.447,-0.053125
730.448,-0.06875
730.449,-0.0625
730.45,-0.084375
730.451,-0.1125
730.452,-0.103125
730.453,-0.159375
730.454,-0.14375
730.455,-0.1625
730.456,-0.171875
730.457,-0.159375
730.458,-0.153125
730.459,-0.146875
730.46,-0.16875
730.461,-0.171875
730.462,-0.18125
730.463,-0.178125
730.464,-0.215625
730.465,-0.175
730.466,-0.203125
730.467,-0.2125
730.468,-0.221875
730.469,-0.221875
730.47,-0.246875
730.471,-0.2375
730.472,-0.215625
730.473,-0.234375
730.474,-0.228125
730.475,-0.2375
730.476,-0.23125
730.477,-0.246875
730.478,-0.209375
730.479,-0.23125
730.48,-0.234375
730.481,-0.228125
730.482,-0.240625
730.483,-0.25625
730.484,-0.253125
730.485,-0.25625
730.486,-0.246875
730.487,-0.25
730.488,-0.2375
730.489,-0.209375
730.49,-0.2125
730.491,-0.184375
730.492,-0.18125
730.493,-0.165625
730.494,-0.184375
730.495,-0.178125
730.496,-0.16875
730.497,-0.175
730.498,-0.184375
730.499,-0.190625
730.5,-0.203125
730.501,-0.240625
730.502,-0.215625
730.503,-0.24375
730.504,-0.2375
730.505,-0.240625
730.506,-0.240625
730.507,-0.240625
730.508,-0.240625
730.509,-0.265625
730.51,-0.271875
730.511,-0.284375
730.512,-0.29375
730.513,-0.3
730.514,-0.290625
730.515,-0.265625
730.516,-0.265625
730.517,-0.228125
730.518,-0.234375
730.519,-0.215625
730.52,-0.221875
730.521,-0.25
730.522,-0.296875
730.523,-0.315625
730.524,-0.34375
730.525,-0.3875
730.526,-0.384375
730.527,-0.415625
730.528,-0.403125
730.529,-0.4375
730.53,-0.384375
730.531,-0.4
730.532,-0.371875
730.533,-0.4
730.534,-0.403125
730.535,-0.371875
730.536,-0.353125
730.537,-0.38125
730.538,-0.321875
730.539,-0.284375
730.54,-0.303125
730.541,-0.2625
730.542,-0.2875
730.543,-0.24375
730.544,-0.278125
730.545,-0.284375
730.546,-0.303125
730.547,-0.271875
730.548,-0.28125
730.549,-0.296875
730.55,-0.29375
730.551,-0.31875
730.552,-0.3125
730.553,-0.325
730.554,-0.3
730.555,-0.325
730.556,-0.2875
730.557,-0.3
730.558,-0.284375
730.559,-0.303125
730.56,-0.278125
730.561,-0.284375
730.562,-0.28125
730.563,-0.271875
730.564,-0.28125
730.565,-0.25625
730.566,-0.278125
730.567,-0.25
730.568,-0.26875
730.569,-0.246875
730.57,-0.275
730.571,-0.275
730.572,-0.278125
730.573,-0.2875
730.574,-0.290625
730.575,-0.29375
730.576,-0.3
730.577,-0.26875
730.578,-0.253125
730.579,-0.28125
730.58,-0.271875
730.581,-0.253125
730.582,-0.246875
730.583,-0.246875
730.584,-0.225
730.585,-0.259375
730.586,-0.271875
730.587,-0.271875
730.588,-0.2625
730.589,-0.2625
730.59,-0.26875
730.591,-0.259375
730.592,-0.271875
730.593,-0.240625
730.594,-0.259375
730.595,-0.228125
730.596,-0.253125
730.597,-0.246875
730.598,-0.25
730.599,-0.225
730.6,-0.259375
730.601,-0.275
730.602,-0.253125
730.603,-0.253125
730.604,-0.246875
730.605,-0.275
730.606,-0.253125
730.607,-0.271875
730.608,-0.215625
730.609,-0.2375
730.61,-0.221875
730.611,-0.21875
730.612,-0.225
730.613,-0.209375
730.614,-0.209375
730.615,-0.196875
730.616,-0.19375
730.617,-0.1875
730.618,-0.221875
730.619,-0.1875
730.62,-0.196875
730.621,-0.178125
730.622,-0.196875
730.623,-0.196875
730.624,-0.184375
730.625,-0.178125
730.626,-0.196875
730.627,-0.225
730.628,-0.196875
730.629,-0.20625
730.63,-0.184375
730.631,-0.184375
730.632,-0.134375
730.633,-0.13125
730.634,-0.096875
730.635,-0.08125
730.636,-0.0875
730.637,-0.109375
730.638,-0.096875
730.639,-0.096875
730.64,-0.15625
730.641,-0.175
730.642,-0.190625
730.643,-0.190625
730.644,-0.203125
730.645,-0.18125
730.646,-0.190625
730.647,-0.16875
730.648,-0.171875
730.649,-0.18125
730.65,-0.196875
730.651,-0.203125
730.652,-0.171875
730.653,-0.178125
730.654,-0.190625
730.655,-0.196875
730.656,-0.2
730.657,-0.203125
730.658,-0.196875
730.659,-0.21875
730.66,-0.203125
730.661,-0.21875
730.662,-0.2
730.663,-0.21875
730.664,-0.234375
730.665,-0.24375
730.666,-0.228125
730.667,-0.234375
730.668,-0.228125
730.669,-0.21875
730.67,-0.246875
730.671,-0.25
730.672,-0.29375
730.673,-0.290625
730.674,-0.315625
730.675,-0.30625
730.676,-0.3
730.677,-0.296875
730.678,-0.284375
730.679,-0.315625
730.68,-0.3125
730.681,-0.296875
730.682,-0.284375
730.683,-0.290625
730.684,-0.28125
730.685,-0.321875
730.686,-0.3125
730.687,-0.31875
730.688,-0.303125
730.689,-0.31875
730.69,-0.296875
730.691,-0.328125
730.692,-0.334375
730.693,-0.328125
730.694,-0.334375
730.695,-0.3125
730.696,-0.33125
730.697,-0.315625
730.698,-0.33125
730.699,-0.309375
730.7,-0.321875
730.701,-0.328125
730.702,-0.334375
730.703,-0.334375
730.704,-0.3375
730.705,-0.33125
730.706,-0.334375
730.707,-0.334375
730.708,-0.328125
730.709,-0.353125
730.71,-0.325
730.711,-0.334375
730.712,-0.31875
730.713,-0.328125
730.714,-0.309375
730.715,-0.33125
730.716,-0.315625
730.717,-0.321875
730.718,-0.3625
730.719,-0.334375
730.72,-0.334375
730.721,-0.334375
730.722,-0.340625
730.723,-0.296875
730.724,-0.33125
730.725,-0.290625
730.726,-0.271875
730.727,-0.259375
730.728,-0.26875
730.729,-0.253125
730.73,-0.2625
730.731,-0.246875
730.732,-0.203125
730.733,-0.203125
730.734,-0.209375
730.735,-0.196875
730.736,-0.209375
730.737,-0.25625
730.738,-0.246875
730.739,-0.278125
730.74,-0.3125
730.741,-0.3625
730.742,-0.3875
730.743,-0.45
730.744,-0.484375
730.745,-0.50625
730.746,-0.521875
730.747,-0.49375
730.748,-0.490625
730.749,-0.490625
730.75,-0.490625
730.751,-0.459375
730.752,-0.45
730.753,-0.428125
730.754,-0.41875
730.755,-0.409375
730.756,-0.396875
730.757,-0.38125
730.758,-0.371875
730.759,-0.35
730.76,-0.34375
730.761,-0.36875
730.762,-0.334375
730.763,-0.35
730.764,-0.365625
730.765,-0.4
730.766,-0.4375
730.767,-0.465625
730.768,-0.503125
730.769,-0.540625
730.77,-0.5625
730.771,-0.578125
730.772,-0.584375
730.773,-0.58125
730.774,-0.5625
730.775,-0.528125
730.776,-0.546875
730.777,-0.540625
730.778,-0.521875
730.779,-0.49375
730.78,-0.478125
730.781,-0.446875
730.782,-0.45625
730.783,-0.4125
730.784,-0.346875
730.785,-0.296875
730.786,-0.20625
730.787,-0.15625
730.788,-0.078125
730.789,-0.015625
730.79,0.075
730.791,0.140625
730.792,0.253125
730.793,0.346875
730.794,0.475
730.795,0.571875
730.796,0.628125
730.797,0.75625
730.798,0.83125
730.799,0.928125
730.8,0.975
730.801,1.05
730.802,1.109375
730.803,1.1375
730.804,1.171875
730.805,1.23125
730.806,1.196875
730.807,1.121875
730.808,1.053125
730.809,0.98125
730.81,0.828125
730.811,0.7125
730.812,0.596875
730.813,0.515625
730.814,0.446875
730.815,0.340625
730.816,0.25625
730.817,0.171875
730.818,0.05
730.819,-0.053125
730.82,-0.140625
730.821,-0.228125
730.822,-0.30625
730.823,-0.35625
730.824,-0.38125
730.825,-0.40625
730.826,-0.45
730.827,-0.453125
730.828,-0.484375
730.829,-0.49375
730.83,-0.515625
730.831,-0.51875
730.832,-0.515625
730.833,-0.503125
730.834,-0.521875
730.835,-0.496875
730.836,-0.4875
730.837,-0.484375
730.838,-0.4625
730.839,-0.478125
730.84,-0.453125
730.841,-0.44375
730.842,-0.4375
730.843,-0.440625
730.844,-0.41875
730.845,-0.4375
730.846,-0.43125
730.847,-0.428125
730.848,-0.425
730.849,-0.409375
730.85,-0.384375
730.851,-0.384375
730.852,-0.396875
730.853,-0.375
730.854,-0.425
730.855,-0.390625
730.856,-0.39375
730.857,-0.384375
730.858,-0.39375
730.859,-0.371875
730.86,-0.378125
730.861,-0.371875
730.862,-0.359375
730.863,-0.371875
730.864,-0.340625
730.865,-0.346875
730.866,-0.325
730.867,-0.328125
730.868,-0.278125
730.869,-0.290625
730.87,-0.33125
730.871,-0.3625
730.872,-0.378125
730.873,-0.384375
730.874,-0.390625
730.875,-0.39375
730.876,-0.415625
730.877,-0.396875
730.878,-0.440625
730.879,-0.446875
730.88,-0.453125
730.881,-0.446875
730.882,-0.46875
730.883,-0.425
730.884,-0.41875
730.885,-0.421875
730.886,-0.459375
730.887,-0.45
730.888,-0.465625
730.889,-0.446875
730.89,-0.459375
730.891,-0.465625
730.892,-0.446875
730.893,-0.434375
730.894,-0.428125
730.895,-0.428125
730.896,-0.465625
730.897,-0.465625
730.898,-0.453125
730.899,-0.48125
730.9,-0.484375
730.901,-0.49375
730.902,-0.49375
730.903,-0.496875
730.904,-0.475
730.905,-0.4625
730.906,-0.509375
730.907,-0.46875
730.908,-0.465625
730.909,-0.465625
730.91,-0.45625
730.911,-0.459375
730.912,-0.453125
730.913,-0.4375
730.914,-0.434375
730.915,-0.421875
730.916,-0.4125
730.917,-0.421875
730.918,-0.40625
730.919,-0.409375
730.92,-0.4
730.921,-0.39375
730.922,-0.38125
730.923,-0.384375
730.924,-0.378125
730.925,-0.36875
730.926,-0.35625
730.927,-0.36875
730.928,-0.346875
730.929,-0.365625
730.93,-0.378125
730.931,-0.3625
730.932,-0.384375
730.933,-0.35
730.934,-0.346875
730.935,-0.3375
730.936,-0.353125
730.937,-0.340625
730.938,-0.365625
730.939,-0.365625
730.94,-0.35
730.941,-0.35
730.942,-0.35625
730.943,-0.340625
730.944,-0.3125
730.945,-0.35625
730.946,-0.34375
730.947,-0.34375
730.948,-0.346875
730.949,-0.3375
730.95,-0.315625
730.951,-0.328125
730.952,-0.309375
730.953,-0.31875
730.954,-0.34375
730.955,-0.321875
730.956,-0.31875
730.957,-0.3
730.958,-0.30625
730.959,-0.278125
730.96,-0.275
730.961,-0.259375
730.962,-0.240625
730.963,-0.246875
730.964,-0.234375
730.965,-0.215625
730.966,-0.221875
730.967,-0.209375
730.968,-0.153125
730.969,-0.153125
730.97,-0.134375
730.971,-0.1375
730.972,-0.109375
730.973,-0.128125
730.974,-0.109375
730.975,-0.128125
730.976,-0.121875
730.977,-0.121875
730.978,-0.13125
730.979,-0.140625
730.98,-0.140625
730.981,-0.15
730.982,-0.175
730.983,-0.153125
730.984,-0.178125
730.985,-0.18125
730.986,-0.184375
730.987,-0.190625
730.988,-0.184375
730.989,-0.128125
730.99,-0.146875
730.991,-0.125
730.992,-0.09375
